rarity,id,name,image_url,appeal,skill,preawakened
SR,942,"""Radiance of the Canary Yellow"" Otome Arisugawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0942.jpg,Triangle Step,Pop Aura UP! (iii),
SR+,943,"""Popping Star"" Otome Arisugawa +",https://images.dream-wonderland.com/photokatsu/Photokatsu_0943.jpg,Candy Rainbow,Pop Aura UP! (iii),
SR,944,"""Radiance of the Cherry"" Akari Ōzora",https://images.dream-wonderland.com/photokatsu/Photokatsu_0944.jpg,Triangle Step,Cute Aura UP! (iii),
SR+,945,"""The Starry Sky in the Dreams"" Akari Ōzora+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0945.jpg,Dreaming Heart,Cute Aura UP! (iii),
SR,946,"""Radiance of the Aqua"" Sumire Hikami",https://images.dream-wonderland.com/photokatsu/Photokatsu_0946.jpg,Triangle Step,Panel Strength (iii),
SR+,947,"""The Rose Garden with Falling Stars"" Sumire Hikami+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0947.jpg,Clock Circus,Panel Strength (iii),
SR,948,"""Radiance of the Raspberry"" Lisa Shirakaba",https://images.dream-wonderland.com/photokatsu/Photokatsi_0948.jpg,Triangle Step,Sexy plus Appeal! (iii),
SR+,949,"""Chasing the Admiration"" Lisa Shirakaba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0949.jpg,Wicked Rouge,Sexy plus Appeal! (iii),
R,950,"""The Budding Expertness"" Sakura Kitaōji",https://images.dream-wonderland.com/photokatsu/Photokatsu_0950.jpg,Cute Flash,All Aura UP! (ii),
R+,951,"""Radiance of the Rose"" Sakura Kitaōji+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0951.jpg,Cute Flash,All Aura UP! (ii),
R,952,"""The School Back in the Days..."" Shion Kamiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0952.jpg,Cool Flsah,Cool Change (ii),
R+,953,"""Radiance of the Green"" Shion Kamiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0953.jpg,Cool Flash,Cool Change (ii),
PR,954,"""The Radiance That's Mine Only"" Hinaki Shinjo",https://images.dream-wonderland.com/photokatsu/Photokatsu_0954.jpg,Premium Cheerful Kiss,Pop Score UP! (iv),
PR+,955,"""The Sign of a Smile"" "" Hinaki Shinjō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0955.jpg,Premium Cheerful Kiss,Pop Score UP! (iv),
SR,956,"""Sparkling Glossy"" Mizuki Kanzaki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0956.jpg,Double Moon Jewel,All Aura UP! (iii),
SR+,957,"""The Bouquet of My Blessing"" Mizuki Kanzaki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0957.jpg,Double Moon Jewel,All Aura UP! (iii),
SR,958,"""The Blik's Wish"" Rin Kurosawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0958.jpg,Electro Groove,Aura plus Appeal! (iii),
SR+,959,"""The Blue Star Dancing on Stage"" Rin Kurosawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0959.jpg,Electro Groove,Aura plus Appeal! (iii),
PR,960,"""Red Hot Chic"" Juri Kurebayashi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0960.jpg,Premium Miracle Parade,All Aura UP! (iv),
PR+,961,"""Sexy  Chica"" Juri Kurebayashi +",https://images.dream-wonderland.com/photokatsu/Photokatsu_0961.jpg,Premium Blossom Amore,All Aura UP! (iv),
SR,962,"""The Lion's Feelings"" Madoka Amahane",https://images.dream-wonderland.com/photokatsu/Photokatsu_0962.jpg,Angel Arrow,Cute Score UP! (iii),
SR+,963,"""Brave Heart"" Madoka Amahane+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0963.jpg,Angel Arrow,Cute Score UP! (iii),
SR,964,"""Let's Go to the Beach!"" Mikuru Natsuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0964.jpg,Cheerful Kiss,Pop plus Appeal! (iii),
SR+,965,"""Summer-Colored Hibiscus"" Mikuru Natsuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0965.jpg,Cheerful Kiss,Pop plus Appeal! (iii),
R,966,"""Original Color"" Akari Ōzora",https://images.dream-wonderland.com/photokatsu/Photokatsu_0966.jpg,Cute Flash,Cute Aura UP! (ii),
R+,967,"""Heart Paint"" Akari Ōzora+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0967.jpg,Cute Flash,Cute Aura UP! (ii),
R,968,"""Trying the Arts"" Yū Hattori",https://images.dream-wonderland.com/photokatsu/Photokatsu_0968.jpg,Cool Flash,Heartful Time (ii),
R+,969,"""Star Paint"" Yū Hattori+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0969.jpg,Cool Flash,Heartful Time (ii),
PR,970,"""The Future We're Running to"" Akari Ōzora",https://images.dream-wonderland.com/photokatsu/Photokatsu_0970.jpg,Premium Dreaming Heart,Cute plus Appeal! (iv),
PR+,971,"""Dreamy Queen"" Akari Ōzora+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0971.jpg,Premium Dreaming Heart,Cute plus Appeal! (iv),
SR,972,"""Futuristic Siegfried"" Aoi Kiriya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0972.jpg,Cosmo Showtime,Panel Strength (iii),
SR+,973,"""Prince of the White and Black Birds"" Aoi Kiriya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0973.jpg,Cosmo Showtime,Panel Strength (iii),
SR,974,"""Classic Gothic"" Yurika Tōdō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0974.png,Clock Circus,Cool Score UP! (iii),
SR+,975,"""Midnight Prince"" Yurika Tōdō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0975.jpg,Clock Circus,Cool Score UP! (iii),
SR,976,"""The Triple Winner at the Top"" Mizuki Kanzaki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0976.jpg,Double Moon Jewel,All Score UP! (iii),
SR+,977,"""Moonlight Queen"" Mizuki Kanzaki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0977.jpg,Double Moon Jewel,All Score UP! (iii),
R,978,"""Discovery! Magic's Wonder?"" Nono Daichi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0978.jpg,Sexy Flash,Good plus Appeal!,
R+,979,"""Pinky Prince"" Nono Daichi+",https://images.dream-wonderland.com/photokatsu/Photokastu_0979.jpg,Sexy Flash,Good plus Appeal!,
SR,980,"""Let's Magic!"" Kaede Ichinose",https://images.dream-wonderland.com/photokatsu/Photokatsu_0980.jpg,Trick Toy Box,Very Good plus Appeal!,
SR+,981,"""Magical Prince"" Kaede Ichinose+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0981.jpg,Trick Toy Box,Very Good plus Appeal!,
R,982,"""The King of the Illusions?"" Hinaki Shinjō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0982.jpg,Pop Flash,All Aura UP! (ii),
R+,983,"""Blue Prince"" Hinaki Shinjō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0983.jpg,Pop Flash,All Aura UP! (ii),
SR+,984,"""The recipe for Steps"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0984.png,Miracle Parade,Heartful Time (iii),yes
SR+,985,"""Idol Professor"" Aoi Kiriya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0985.jpg,Miracle Parade,Heartful Time (iii),yes
SR+,986,"""The Small Blade"" Ran Shibuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0986.jpg,Miracle Parade,Heartful Time (iii),yes
PR,987,"""The Magical Caramelize"" Kokone Kurisu",https://images.dream-wonderland.com/photokatsu/Photokatsu_0987.jpg,Premium World Flight,Pop plus Appeal! (iv),
PR+,988,"""The Center of the World is"" Kokone Kurisu+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0988.jpg,Premium World Flight,Pop plus Appeal! (iv),
SR,989,"""PaniQ-type Charisma"" Nina Dōjima",https://images.dream-wonderland.com/photokatsu/Photokatsu_0989.jpg,Munching Monster,Very Good Tap Heart,
SR+,990,"""Pretty Dinosaur"" Nina Dōjima+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0990.jpg,Munching Monster,Very Good Tap Heart,
PR,991,"""Gold Mango"" Yuzu Nikaidō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0991.jpg,Premium Star Smiley Splash,Pop Aura UP! (iv),
PR+,992,"""Exciting Comic"" Yuzu Nikaidō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0992.jpg,Premium Star Smiley Splash,Pop Aura UP! (iv),
SR,993,"""Confident ☆Bat Girl"" Laura Sakuraba",https://images.dream-wonderland.com/photokatsu/Photokatsu_0993.jpg,Star Cool Charm,Aura plus Appeal! (iii),
SR+,994,"""School Live"" Laura Sakuraba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0994.png,Unchain Chord,Aura plus Appeal! (iii),
PR,995,"""Scorpion of the Starlit Sky"" Seira Otoshiro",https://images.dream-wonderland.com/photokatsu/Photokatsu_0995.png,Premium Passion Beat,Cool plus Appeal! (iv),
PR+,996,"""The Eight Beat of Light"" Seira Otoshiro+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0996.jpg,Premium Passion Beat,Cool plus Appeal! (iv),
PR+,997,"""Vampire Bride"" Yurika Tōdō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0997.jpg,Premium Angel Arrow,All Aura UP! (iv),yes
PR,998,"""Collecting the Radiance"" Sakura Kitaōji",https://images.dream-wonderland.com/photokatsu/Photokatsu_0998.jpg,Premium Around Bouquet,Cute Change (iv),
PR+,999,"""Flower Queen"" Sakura Kitaōji+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0999.jpg,Premium Around Bouquet,Cute Change (iv),
SR,1000,"""The Memories are in the Future"" Ichigo Hoshimiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1000.jpg,Angel Arrow,All Score UP! (iii),
SR+,1001,"""Ocean Prince"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1001.jpg,Angel Arrow,All Score UP! (iii),
SR,1002,"""Scarlet Leo"" Ran Shibuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_1002.jpg,Butterfly Flip,Sexy Aura UP! (iii),
SR+,1003,"""Night of Leo"" Ran Shibuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1003.jpg,Butterfly Flip,Sexy Aura UP! (iii),
SR,1004,"""The Rainbow Prince"" Otome Arisugawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_1004.jpg,Candy Rainbow,Pop plus Appeal! (iii),
SR+,1005,"""Happiness Queen"" Otome Arisugawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1005.jpg,Candy Rainbow,Pop plus Appeal! (iii),
SR,1006,"""Little Devil Punkish"" Sumire Hikami",https://images.dream-wonderland.com/photokatsu/Photokatsu_1006.jpg,Clock Circus,All Aura UP! (iii),
SR+,1007,"""Gothic Prince"" Sumire Hikami+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1007.jpg,Clock Circus,All Aura UP! (iii),
R,1008,"""The Queen's Mantle"" Lisa Shirakaba",https://images.dream-wonderland.com/photokatsu/Photokatsu_1008.jpg,Sexy Flash,All Score UP! (ii),
R+,1009,"""Purple Prince"" Lisa Shirakaba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1009.jpg,Sexy Flash,All Score UP! (ii),
PR,1010,"""Sweet Vanilla"" Madoka Amahane",https://images.dream-wonderland.com/photokatsu/Photokatsu_1010.jpg,Premium Miracle Parade,Sexy Aura UP! (iv),
PR+,1011,"""Chica Muy Bonita"" Madoka Amahane+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1011.jpg,Premium Blossom Amore,Sexy Aura UP! (iv),
PR,1012,"""Song of a Noble War"" Lilie Shirogane",https://images.dream-wonderland.com/photokatsu/Photokatsu_1012.jpg,Premium Star Unchain Chord,Cool Aura UP! (iv),
PR+,1013,"""Empress of the Ice Castle"" Lilie Shirogane+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1013.jpg,Premium Star Awake Maiden,Cool Aura UP! (iv),
SR,1014,"""Playball♪"" Yuzu Nikaidō",https://images.dream-wonderland.com/photokatsu/Photokatsu_1014.jpg,Star Pop Charm,All Aura UP! (iii),
SR+,1015,"""The Marigold of Love"" Yuzu Nikaidō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1015.jpg,Star Smiley Splash,All Aura UP! (iii),
SR,1016,"""The North and Southern Cross"" Laura Sakuraba",https://images.dream-wonderland.com/photokatsu/Photokatsu_1016.png,Star Cool Charm,Cool Change (iii),
SR+,1017,"""The Blue Rose of Courage"" Laura Sakuraba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1017.jpg,Star Unchain Chord,Cool Change (iii),
SR,1018,"""Active☆ Girl"" Yume Nijino",https://images.dream-wonderland.com/photokatsu/Photokatsu_1018.jpg,Star Cute Charm,Panel Strength (iii),
SR+,1019,"""The Sun-like Pink Lily"" Yume Nijino+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1019.jpg,Star Heartful World,Panel Strength (iii),
SR,1020,"""The White Rose in the Deep Sea, Glowing"" Mahiru Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_1020.jpg,Star Sexy Charm,Very Good plus Appeal!,
SR+,1021,"""The Orchid of Elegance"" Mahiru Kasumi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1021.jpg,Star Kissing Jewel,Very Good plus Appeal!,
R,1022,"""The Feeling when giving Felicitations"" Koharu Nanakura",https://images.dream-wonderland.com/photokatsu/Photokatsu_1022.jpg,Star Sexy Charm,All Aura UP! (ii),
R+,1023,"""The Flower Shower of Dreams"" Koharu Nanakura+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1023.jpg,Star Sexy Charm,All Aura UP! (ii),
R,1024,"""Bridal Pink"" Hime Shiratori",https://images.dream-wonderland.com/photokatsu/Photokatsu_1024.png,Star Cute Charm,Cute Aura UP! (ii),
R+,1025,"""The Flower Shower of Love"" Hime Shiratori+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1025.png,Star Cute Charm,Cute Aura UP! (ii),
PR,1026,"""Twinkle Star"" Ichigo Hoshimiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1026.jpg,Premium Photo on Stage,Perfect Tap Heart,
PR+,1027,"""Royal Angel"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1027.jpg,Premium Angel Arrow,Perfect Tap Heart,
SR,1028,"""Five Twinkle"" Ran Shibuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_1028.png,Photo on Stage,Very Good Tap Heart,
SR+,1029,"""Royal Butterfly"" Ran Shibuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1029.png,Butterfly Flip,Very Good Tap Heart,
SR,1030,"""Four Twinkle"" Akari Ōzora",https://images.dream-wonderland.com/photokatsu/Photokatsu_1030.png,Photo on Stage,All Score UP! (iii),
SR+,1031,"""Royal Dream"" Akari Ōzora+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1031.png,Dreaming Heart,All Score UP! (iii),
SR,1032,"""Three Twinkle"" Aoi Kiriya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1032.jpg,Photo on Stage,Cool Change (iii),
SR+,1033,"""Royal Techno"" Aoi Kiriya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1033.jpg,Cosmo Showtime,Cool Change (iii),
R,1034,"""Pitter Patter Starry Stars"" Otome Arisugawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_1034.jpg,Pop Flash,Good plus Appeal!,
R+,1035,"""Arigatō nano-desu"" Otome Arisugawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1035.jpg,Pop Flash,Good plus Appeal!,
SR,1036,"""Two Twinkle"" Yurika Tōdō",https://images.dream-wonderland.com/photokatsu/Photokatsu_1036.jpg,Photo on Stage,Aura plus Appeal! (iii),
SR+,1037,"""Royal Gothic"" Yurika Tōdō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1037.jpg,Clock Circus,Aura plus Appeal! (iii),
R,1038,"""The Preferred Towel"" Mikuru Natsuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_1038.jpg,Pop Flash,All Score UP! (ii),
R+,1039,"""I'll be Beside You Next Time"" Mikuru Natsuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1039.jpg,Pop Flash,All Score UP! (ii),
SR,1040,"""Six Twinkle"" Mizuki Kanzaki",https://images.dream-wonderland.com/photokatsu/Photokatsu_1040.png,Photo on Stage,Sexy Aura UP! (iii),
SR+,1041,"""Royal Moon"" Mizuki Kanzaki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1041.jpg,Double Moon Jewel,Sexy Aura UP! (iii),
SR,1042,"""Eight Twinkle"" Juri Kurebayashi",https://images.dream-wonderland.com/photokatsu/Photokatsu_1042.png,Photo on Stage,All Aura UP! (iii),
SR+,1043,"""Royal Passion"" Juri Kurebayashi +",https://images.dream-wonderland.com/photokatsu/Photokatsu_1043.jpg,Blossom Amore,All Aura UP! (iii),
SR,1044,"""Seven Twinkle"" Sumire Hikami",https://images.dream-wonderland.com/photokatsu/Photokatsu_1044.jpg,Photo on Stage,Cool Score UP! (iii),
SR+,1045,"""Royal Mystery"" Sumire Hikami+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1045.jpg,Clock Circus,Cool Score UP! (iii),
PR,1046,"""The Lady's Heart wanting to Bloom"" Miyabi Fujiwara",https://images.dream-wonderland.com/photokatsu/Photokatsu_1046.png,Premium Hanakasa no Mai,Sexy Aura UP! (iv),
PR+,1047,"""Night of the Full Moon and the Hagoromo"" Miyabi Fujiwara+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1047.jpg,Premium Hanakasa no Mai,Sexy Aura UP! (iv),
SR,1048,"""The Lady's Dream and the Mind's Darkness"" Yurika Tōdō",https://images.dream-wonderland.com/photokatsu/Photokatsu_1048.png,Clock Circus,Very Good plus Appeal!,
SR+,1049,"""Mysterious Cross"" Yurika Tōdō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1049.jpg,Clock Circus,Very Good plus Appeal!,
PR,1050,"""The Moment of Debut"" Akari Ōzora",https://images.dream-wonderland.com/photokatsu/Photokatsu_1050.jpg,Premium Dreaming Heart,Perfect Combo!,
PR+,1051,"""Amidst the Scent of Spring"" Akari Ōzora+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1051.png,Premium Dreaming Heart,Perfect Combo!,
SR,1052,"""Matte Mint Green"" Sora Kazesawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_1052.png,Sky Oasis,Sexy Aura UP! (iii),
SR+,1053,"""Navy Indian"" Sora Kazesawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1053.jpg,Sky Oasis,Sexy Aura UP! (iii),
PR,1054,"""Under the Sunlight filtering through the Leaves"" Nao",https://images.dream-wonderland.com/photokatsu/Photokatsu_1054.png,Premium Mens' Flash,Cool Change (iv),
PR+,1055,"""Crisis Breaker"" Nao+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1055.jpg,Premium Mens' Flash,Cool Change (iv),
SR,1056,"""Powerful Drummer"" King",https://images.dream-wonderland.com/photokatsu/Photokatsu_1056.jpg,Mens' Flash,Cool Aura UP! (iii),
SR+,1057,"""The Best Stage"" King+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1057.png,Mens' Flash,Cool Aura UP! (iii),
SR,1058,"""Technical Guitarist"" Hiro",https://images.dream-wonderland.com/photokatsu/Photokatsu_1058.jpg,Mens' Flash,Cool plus Appeal! (iii),
SR+,1059,"""Aiming for the Further Heights"" Hiro+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1059.png,Mens' Flash,Cool plus Appeal! (iii),
SR,1060,"""Mysterious Bassist"" Shurato",https://images.dream-wonderland.com/photokatsu/Photokatsu_1060.jpg,Mens' Flash,Cool Score UP! (iii),
SR+,1061,"""Zenith Confidence"" Shurato+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1061.jpg,Mens' Flash,Cool Score UP! (iii),
SR,1062,"""Special YEAH!"" Johnny Bepp",https://images.dream-wonderland.com/photokatsu/Photokatsu_1062.png,Johnny Cute Flash,Very Good Tap Heart,
SR+,1063,"""IT'S SHOWTIME"" Johnny Bepp+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1063.jpg,Johnny Cute Flash,Very Good Tap Heart,
SR,1064,"""Behind the Idols' Backs"" Tsubasa Sena",https://images.dream-wonderland.com/photokatsu/Photokatsu_1064.jpg,Mens' Flash,Very Good Judge Shift,
SR+,1065,"""Heading to the Stage Myself Today"" Tsubasa Sena+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1065.jpg,Mens' Flash,Very Good Judge Shift,
SR,1066,"""The Chef was a Former Idol"" Shun Yotsuba",https://images.dream-wonderland.com/photokatsu/Photokatsu_1066.jpg,Mens' Flash,All Score UP! (iii),
SR+,1067,"""Voice of the Gentleman"" Shun Yotsuba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1067.jpg,Mens' Flash,All Score UP! (iii),
PR,1068,"""My Feelings within the Shooting Stars"" Mahiru Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_1068.jpg,Star Premium Kissing Jewel,All Aura UP! (iv),
PR,1069,"""The New Snow Queen"" Mahiru Kasumi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1069.jpg,Star Premium Kissing Jewel,All Aura UP! (iv),
PR+,1070,"""Treasure Obtained Desu♪"" Otome Arisugawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1070.jpg,Premium Butterfly Flip,Perfect plus Appeal! (iv),yes
PR,1071,"""The Viola Little Devil"" Nono Daichi",https://images.dream-wonderland.com/photokatsu/Photokatsu_1071.jpg,Premium Wicked Rouge,All Score UP! (iv),
PR+,1072,"""Heaven Rose Queen"" Nono Daichi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1072.jpg,Premium Wicked Rouge,All Score UP! (iv),
SR,1073,"""Glamor of the Lamé Ribbon"" Lisa Shirakaba",https://images.dream-wonderland.com/photokatsu/Photokatsu_1073.jpg,Wicked Rouge,Very Good Combo!,
SR+,1074,"""Perfume of the Purple Rose"" Lisa Shirakaba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1074.jpg,Wicked Rouge,Very Good Combo!,
SR,1075,"""Amethyst Goddess"" Mizuki Kanzaki",https://images.dream-wonderland.com/photokatsu/Photokatsu_1075.png,Wicked Rouge,All plus Appeal! (iii),
SR+,1076,"""Royal Emerald"" Mizuki Kanzaki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1076.png,Wicked Rouge,All plus Appeal! (iii),
SR,1077,"""The Angel's Diamond"" Madoka Amahane",https://images.dream-wonderland.com/photokatsu/Photokatsu_1077.jpg,Wicked Rouge,Very Good plus Appeal!,
SR+,1078,"""Desserts as soon as Possible"" Madoka Amahane+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1078.png,Wicked Rouge,Very Good plus Appeal!,
SR,1079,"""Charming Star"" Yurika Tōdō",https://images.dream-wonderland.com/photokatsu/Photokatsu_1079.png,Wicked Rouge,Sexy Change (iii),
SR+,1080,"""Vamp・Rouge"" Yurika Tōdō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1080.jpg,Wicked Rouge,Sexy Change (iii),
R,1081,"""All the way from Kobe"" Kokone Kurisu",https://images.dream-wonderland.com/photokatsu/Photokatsu_1081.jpg,Pop Flash,All Aura UP! (ii),
R+,1082,"""Coverage for the Show"" Kokone Kurisu+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1082.jpg,Pop Flash,All Aura UP! (ii),
PR,1083,"""Pungent Pepper"" Rin Kurosawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_1083.jpg,Premium Miracle Parade,Panel Strength (iv),
PR+,1084,"""Chica Chulo Bonita"" Rin Kurosawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1084.jpg,Premium Blossom Amore,Panel Strength (iv),
PR,1085,"""Patrol at Daybreak"" Aoi Kiriya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1085.png,Premium Sweet Patrol,Cool plus Appeal! (iv),
PR+,1086,"""The Wings of Justice that Strikes the Evil"" Aoi Kiriya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1086.png,Premium Cosmo Showtime,Cool plus Appeal! (iv),
SR,1087,"""Police Dog: The Otome"" Otome Arisugawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_1087.jpg,Sweet Patrol,Aura plus Appeal! (iii),
SR+,1088,"""Otome Police Arrives!"" Otome Arigusawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1088.jpg,Candy Rainbow,Aura plus Appeal! (iii),
SR,1089,"""The Instructor of The Otome"" Sakura Kitaōji",https://images.dream-wonderland.com/photokatsu/Photokatsu_1089.jpg,Sweet Patrol,Cool Aura UP! (iii),
SR+,1090,"""I will Capture You!"" Sakura Kitaōji+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1090.jpg,Cosmo Showtime,Cool Aura UP! (iii),
SR,1091,"""Fuu~ to the Hot Tea"" Ichigo Hoshimiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1091.jpg,Cosmo Showtime,Cool Score UP! (iii),
SR+,1092,"""Prepare Yourself!"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1092.jpg,Cosmo Showtime,Cool Score UP! (iii),
SR,1093,"""Smartly Dressed High Police"" Shion Kamiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1093.jpg,Cosmo Showtime,Very Good Judge Shift,
SR,1094,"""The Idol Detective Arrives!"" Shion Kamiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1094.jpg,Cosmo Showtime,Very Good Judge Shift,
R,1095,"""Reference Information!"" Rin Kurosawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_1095.jpg,Cool Flash,Aura plus Appeal! (ii),
R+,1096,"""The New Song is Danceable"" Rin Kurosawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1096.jpg,Cool Flash,Aura plus Appeal! (ii),
R,1097,"""A Mysterious Feel to the New Song"" Sumire Hikami",https://images.dream-wonderland.com/photokatsu/Photokatsu_1097.jpg,Cool Flash,Cool plus Appeal! (ii),
R+,1098,"""Respect for the Uniform"" Sumire Hikami+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1098.jpg,Cool Flash,Cool plus Appeal! (ii),
PR,1099,"""The Smile that Links the Future"" Ichigo Hoshimiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1099.jpg,Premium Cosmos Sunshine,Cute Score UP! (iv),
PR+,1100,"""Aikatsu! Continues"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1100.png,Premium Angel Arrow,Cute Score UP! (iv),
SR,1101,"""A Graceful Lady"" Aoi Kiriya",https://images.dream-wonderland.com/photokatsu/Photokatsu_1101.jpg,Cosmos Sunshine,All Score UP! (iii),
SR+,1102,"""Pure Techno Color"" Aoi Kiriya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1102.jpg,Cosmo Showtime,All Score UP! (iii),
SR,1103,"""An Attractive Women"" Hikari Minowa",https://images.dream-wonderland.com/photokatsu/Photokatsu_1103.jpg,Cosmos Sunshine,Sexy plus Appeal! (iii),
SR+,1104,"""The Sun that Climbed to the Ground"" Hikari Minowa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_1104.jpg,Butterfly Flip,Sexy plus Appeal! (iii),
